"","ime","leto","stevilo","spol"
"62476","Milana",2013,81,"zenske"
"62477","Milanja",2013,5,"zenske"
"62478","Milanka",2013,275,"zenske"
"62479","Milena",2013,8124,"zenske"
"62480","Milena Ana",2013,7,"zenske"
"62481","Milena Antonija",2013,9,"zenske"
"62482","Milena Katarina",2013,6,"zenske"
"62483","Milena Marija",2013,50,"zenske"
"62484","Milenca",2013,58,"zenske"
"62485","Milenija",2013,7,"zenske"
"62486","Milenka",2013,437,"zenske"
"62487","Mileva",2013,176,"zenske"
"62488","Milevka",2013,8,"zenske"
"62489","Mili",2013,12,"zenske"
"62490","Milica",2013,1383,"zenske"
"62491","Milica Marija",2013,5,"zenske"
"62492","Milija",2013,25,"zenske"
"62493","Milijana",2013,100,"zenske"
"62494","Milijanka",2013,6,"zenske"
"62495","Milika",2013,9,"zenske"
"62496","Milina",2013,5,"zenske"
"62497","Milinka",2013,5,"zenske"
"62498","Milislava",2013,6,"zenske"
"62499","Milita",2013,16,"zenske"
"62500","Milivojka",2013,16,"zenske"
"62501","Milja",2013,73,"zenske"
"62502","Miljana",2013,118,"zenske"
"62503","Miljanka",2013,7,"zenske"
"62504","Miljenka",2013,18,"zenske"
"62505","Miljeva",2013,6,"zenske"
"62506","Miljka",2013,28,"zenske"
"62507","Milka",2013,1485,"zenske"
"62508","Milkica",2013,18,"zenske"
"62509","Milla",2013,11,"zenske"
"62510","Milojka",2013,600,"zenske"
"62511","Milomirka",2013,22,"zenske"
"62512","Milosava",2013,51,"zenske"
"62513","Milosavka",2013,17,"zenske"
"62514","Miloslava",2013,5,"zenske"
"62515","Milosa",2013,7,"zenske"
"62516","Miloska",2013,8,"zenske"
"62517","Milovanka",2013,6,"zenske"
"62518","Milunka",2013,17,"zenske"
"62519","Miluska",2013,6,"zenske"
"62520","Milva",2013,11,"zenske"
"62521","Mima",2013,22,"zenske"
"62522","Mimi",2013,39,"zenske"
"62523","Mimica",2013,47,"zenske"
"62524","Mimika",2013,5,"zenske"
"62525","Mimoza",2013,22,"zenske"
"62526","Mina",2013,308,"zenske"
"62527","Minca",2013,24,"zenske"
"62528","Mine",2013,63,"zenske"
"62529","Minea",2013,85,"zenske"
"62530","Mineja",2013,49,"zenske"
"62531","Minela",2013,63,"zenske"
"62532","Mineta",2013,6,"zenske"
"62533","Minire",2013,19,"zenske"
"62534","Minja",2013,28,"zenske"
"62535","Minka",2013,443,"zenske"
"62536","Mioljka",2013,13,"zenske"
"62537","Miomira",2013,7,"zenske"
"62538","Miona",2013,6,"zenske"
"62539","Mira",2013,2773,"zenske"
"62540","Mira Marija",2013,13,"zenske"
"62541","Miradije",2013,14,"zenske"
"62542","Miralema",2013,9,"zenske"
"62543","Mirana",2013,12,"zenske"
"62544","Miranda",2013,334,"zenske"
"62545","Mirela",2013,518,"zenske"
"62546","Mirella",2013,24,"zenske"
"62547","Mirhada",2013,7,"zenske"
"62548","Miriam",2013,95,"zenske"
"62549","Mirica",2013,257,"zenske"
"62550","Mirijam",2013,74,"zenske"
"62551","Mirijana",2013,38,"zenske"
"62552","Mirita",2013,5,"zenske"
"62553","Mirja",2013,26,"zenske"
"62554","Mirjam",2013,1189,"zenske"
"62555","Mirjana",2013,2561,"zenske"
"62556","Mirjanka",2013,8,"zenske"
"62557","Mirjeta",2013,21,"zenske"
"62558","Mirjete",2013,7,"zenske"
"62559","Mirka",2013,142,"zenske"
"62560","Mirlinda",2013,17,"zenske"
"62561","Mirna",2013,73,"zenske"
"62562","Mirnesa",2013,37,"zenske"
"62563","Miroslava",2013,1149,"zenske"
"62564","Miroslava Marija",2013,11,"zenske"
"62565","Miroslavka",2013,10,"zenske"
"62566","Mirsa",2013,10,"zenske"
"62567","Mirsada",2013,355,"zenske"
"62568","Mirsade",2013,7,"zenske"
"62569","Mirta",2013,27,"zenske"
"62570","Miruna",2013,5,"zenske"
"62571","Mirushe",2013,6,"zenske"
"62572","Miruse",2013,8,"zenske"
"62573","Mirveta",2013,11,"zenske"
"62574","Mirvete",2013,13,"zenske"
"62575","Mirza",2013,12,"zenske"
"62576","Mirzana",2013,8,"zenske"
"62577","Mirzeta",2013,108,"zenske"
"62578","Mischel",2013,5,"zenske"
"62579","Misa",2013,269,"zenske"
"62580","Misel",2013,34,"zenske"
"62581","Misela",2013,25,"zenske"
"62582","Mita",2013,5,"zenske"
"62583","Mitra",2013,38,"zenske"
"62584","Mladena",2013,12,"zenske"
"62585","Mladenka",2013,62,"zenske"
"62586","Mladjenka",2013,9,"zenske"
"62587","Mladenka",2013,7,"zenske"
"62588","Modra",2013,11,"zenske"
"62589","Moira",2013,14,"zenske"
"62590","Mojca",2013,11437,"zenske"
"62591","Mojca Marija",2013,27,"zenske"
"62592","Momirka",2013,15,"zenske"
"62593","Moni",2013,6,"zenske"
"62594","Monia",2013,6,"zenske"
"62595","Monica",2013,36,"zenske"
"62596","Monija",2013,7,"zenske"
"62597","Monika",2013,3696,"zenske"
"62598","Monja",2013,86,"zenske"
"62599","Morana",2013,6,"zenske"
"62600","Morena",2013,33,"zenske"
"62601","Muamera",2013,6,"zenske"
"62602","Mubera",2013,12,"zenske"
"62603","Mufida",2013,14,"zenske"
"62604","Muharema",2013,48,"zenske"
"62605","Muhiba",2013,29,"zenske"
"62606","Mujesira",2013,20,"zenske"
"62607","Munevera",2013,26,"zenske"
"62608","Muniba",2013,30,"zenske"
"62609","Munibe",2013,6,"zenske"
"62610","Munira",2013,60,"zenske"
"62611","Munire",2013,11,"zenske"
"62612","Munirka",2013,8,"zenske"
"62613","Muradija",2013,7,"zenske"
"62614","Murisa",2013,15,"zenske"
"62615","Muzafera",2013,5,"zenske"
"62616","Maria",2013,41,"zenske"
"62617","Myriam",2013,5,"zenske"
"62618","Myrvete",2013,11,"zenske"
"62619","Nada",2013,6441,"zenske"
"62620","Nada Ivana",2013,5,"zenske"
"62621","Nada Marija",2013,61,"zenske"
"62622","Nadalina",2013,5,"zenske"
"62623","Nadejda",2013,5,"zenske"
"62624","Nadezda",2013,10,"zenske"
"62625","Nadezhda",2013,6,"zenske"
"62626","Nadezda",2013,71,"zenske"
"62627","Nadi",2013,5,"zenske"
"62628","Nadia",2013,69,"zenske"
"62629","Nadica",2013,262,"zenske"
"62630","Nadija",2013,109,"zenske"
"62631","Nadije",2013,8,"zenske"
"62632","Nadin",2013,7,"zenske"
"62633","Nadina",2013,22,"zenske"
"62634","Nadine",2013,11,"zenske"
"62635","Nadira",2013,24,"zenske"
"62636","Nadire",2013,9,"zenske"
"62637","Nadiya",2013,10,"zenske"
"62638","Nadja",2013,1640,"zenske"
"62639","Nadzija",2013,8,"zenske"
"62640","Nafa",2013,8,"zenske"
"62641","Nafija",2013,33,"zenske"
"62642","Nafije",2013,10,"zenske"
"62643","Nafka",2013,9,"zenske"
"62644","Naia",2013,18,"zenske"
"62645","Naida",2013,31,"zenske"
"62646","Naila",2013,34,"zenske"
"62647","Naile",2013,13,"zenske"
"62648","Naima",2013,11,"zenske"
"62649","Naime",2013,5,"zenske"
"62650","Naja",2013,705,"zenske"
"62651","Najda",2013,8,"zenske"
"62652","Najfa",2013,5,"zenske"
"62653","Najila",2013,5,"zenske"
"62654","Najla",2013,27,"zenske"
"62655","Nala",2013,15,"zenske"
"62656","Namira",2013,11,"zenske"
"62657","Namka",2013,45,"zenske"
"62658","Nana",2013,150,"zenske"
"62659","Nancy",2013,17,"zenske"
"62660","Nanika",2013,11,"zenske"
"62661","Nanja",2013,5,"zenske"
"62662","Naomi",2013,36,"zenske"
"62663","Nara",2013,14,"zenske"
"62664","Narcisa",2013,18,"zenske"
"62665","Nasibe",2013,11,"zenske"
"62666","Nasiha",2013,46,"zenske"
"62667","Nasja",2013,6,"zenske"
"62668","Nasta",2013,33,"zenske"
"62669","Nastasia",2013,9,"zenske"
"62670","Nastasija",2013,26,"zenske"
"62671","Nastasja",2013,36,"zenske"
"62672","Nastassja",2013,5,"zenske"
"62673","Nastia",2013,8,"zenske"
"62674","Nastija",2013,25,"zenske"
"62675","Nastja",2013,1502,"zenske"
"62676","Nasveta",2013,5,"zenske"
"62677","Nata",2013,7,"zenske"
"62678","Natali",2013,75,"zenske"
"62679","Natalia",2013,133,"zenske"
"62680","Natalie",2013,26,"zenske"
"62681","Nataliia",2013,15,"zenske"
"62682","Natalija",2013,3610,"zenske"
"62683","Natalija Marija",2013,7,"zenske"
"62684","Natalija Natasa",2013,7,"zenske"
"62685","Natalina",2013,5,"zenske"
"62686","Nataliya",2013,55,"zenske"
"62687","Natalja",2013,11,"zenske"
"62688","Nataly",2013,5,"zenske"
"62689","Natalya",2013,26,"zenske"
"62690","Natascha",2013,10,"zenske"
"62691","Natasha",2013,21,"zenske"
"62692","Natasa",2013,10190,"zenske"
"62693","Natasa Marija",2013,12,"zenske"
"62694","Nataska",2013,8,"zenske"
"62695","Nathalie",2013,10,"zenske"
"62696","Natja",2013,30,"zenske"
"62697","Natka",2013,11,"zenske"
"62698","Naza",2013,27,"zenske"
"62699","Nazifa",2013,16,"zenske"
"62700","Nazife",2013,13,"zenske"
"62701","Nazlije",2013,14,"zenske"
"62702","Nazmije",2013,20,"zenske"
"62703","Nada",2013,12,"zenske"
"62704","Naya",2013,21,"zenske"
"62705","Naxhije",2013,15,"zenske"
"62706","Nadija",2013,5,"zenske"
"62707","Nea",2013,96,"zenske"
"62708","Neca",2013,37,"zenske"
"62709","Neda",2013,327,"zenske"
"62710","Nedeljka",2013,113,"zenske"
"62711","Nedica",2013,9,"zenske"
"62712","Nediljka",2013,18,"zenske"
"62713","Nedima",2013,5,"zenske"
"62714","Nedjeljka",2013,30,"zenske"
"62715","Nedjija",2013,5,"zenske"
"62716","Nedzada",2013,12,"zenske"
"62717","Nedzida",2013,8,"zenske"
"62718","Nedzla",2013,5,"zenske"
"62719","Nedzma",2013,5,"zenske"
"62720","Nedzmije",2013,5,"zenske"
"62721","Nefisa",2013,5,"zenske"
"62722","Negjmije",2013,5,"zenske"
"62723","Neila",2013,8,"zenske"
"62724","Neima",2013,5,"zenske"
"62725","Neira",2013,14,"zenske"
"62726","Neisha",2013,7,"zenske"
"62727","Neja",2013,1796,"zenske"
"62728","Nejka",2013,73,"zenske"
"62729","Nejla",2013,96,"zenske"
"62730","Nejra",2013,37,"zenske"
"62731","Nejsa",2013,9,"zenske"
"62732","Nela",2013,169,"zenske"
"62733","Neli",2013,730,"zenske"
"62734","Nelica",2013,5,"zenske"
"62735","Nelida",2013,15,"zenske"
"62736","Nelka",2013,22,"zenske"
"62737","Nella",2013,7,"zenske"
"62738","Nelli",2013,16,"zenske"
"62739","Nelly",2013,46,"zenske"
"62740","Nely",2013,31,"zenske"
"62741","Nena",2013,201,"zenske"
"62742","Nensi",2013,49,"zenske"
"62743","Nera",2013,12,"zenske"
"62744","Nerina",2013,86,"zenske"
"62745","Nerma",2013,11,"zenske"
"62746","Nermin",2013,5,"zenske"
"62747","Nermina",2013,206,"zenske"
"62748","Nermine",2013,8,"zenske"
"62749","Nerminka",2013,12,"zenske"
"62750","Nesiba",2013,6,"zenske"
"62751","Nesiha",2013,16,"zenske"
"62752","Nesima",2013,12,"zenske"
"62753","Neska",2013,5,"zenske"
"62754","Neta",2013,5,"zenske"
"62755","Neti",2013,5,"zenske"
"62756","Neva",2013,521,"zenske"
"62757","Nevena",2013,87,"zenske"
"62758","Nevenka",2013,3575,"zenske"
"62759","Nevenka Marija",2013,17,"zenske"
"62760","Nevia",2013,29,"zenske"
"62761","Nevica",2013,35,"zenske"
"62762","Nevija",2013,92,"zenske"
"62763","Nevina",2013,10,"zenske"
"62764","Nevja",2013,22,"zenske"
"62765","Nevresa",2013,15,"zenske"
"62766","Nevrije",2013,5,"zenske"
"62767","Nevzeta",2013,42,"zenske"
"62768","Nezira",2013,14,"zenske"
"62769","Neza",2013,4877,"zenske"
"62770","Neza Ana",2013,7,"zenske"
"62771","Neza Marija",2013,10,"zenske"
"62772","Nezica",2013,12,"zenske"
"62773","Nezika",2013,126,"zenske"
"62774","Nezka",2013,323,"zenske"
"62775","Neya",2013,6,"zenske"
"62776","Nedeljka",2013,13,"zenske"
"62777","Nexhmije",2013,18,"zenske"
"62778","Nia",2013,138,"zenske"
"62779","Nicol",2013,19,"zenske"
"62780","Nicole",2013,80,"zenske"
"62781","Nicoletta",2013,6,"zenske"
"62782","Nidija",2013,5,"zenske"
"62783","Nihada",2013,60,"zenske"
"62784","Nija",2013,46,"zenske"
"62785","Nika",2013,6424,"zenske"
"62786","Nike",2013,53,"zenske"
"62787","Niki",2013,60,"zenske"
"62788","Nikica",2013,27,"zenske"
"62789","Nikita",2013,141,"zenske"
"62790","Nikki",2013,19,"zenske"
"62791","Nikol",2013,21,"zenske"
"62792","Nikola",2013,6,"zenske"
"62793","Nikolaja",2013,164,"zenske"
"62794","Nikolaja Marija",2013,7,"zenske"
"62795","Nikoleta",2013,13,"zenske"
"62796","Nikolija",2013,9,"zenske"
"62797","Nikolina",2013,402,"zenske"
"62798","Nikolinka",2013,6,"zenske"
"62799","Nila",2013,7,"zenske"
"62800","Nilva",2013,6,"zenske"
"62801","Nina",2013,10029,"zenske"
"62802","Nina Katarina",2013,7,"zenske"
"62803","Nina Marija",2013,6,"zenske"
"62804","Nirvana",2013,6,"zenske"
"62805","Nisa",2013,25,"zenske"
"62806","Nisfeta",2013,6,"zenske"
"62807","Nisveta",2013,79,"zenske"
"62808","Nita",2013,7,"zenske"
"62809","Nives",2013,1329,"zenske"
"62810","Nizama",2013,12,"zenske"
"62811","Njomza",2013,8,"zenske"
"62812","Noa",2013,16,"zenske"
"62813","Noel",2013,10,"zenske"
"62814","Noela",2013,5,"zenske"
"62815","Noelle",2013,6,"zenske"
"62816","Noemi",2013,85,"zenske"
"62817","Nola",2013,7,"zenske"
"62818","Nora",2013,8,"zenske"
"62819","Norma",2013,60,"zenske"
"62820","Novka",2013,30,"zenske"
"62821","Nura",2013,50,"zenske"
"62822","Nure",2013,30,"zenske"
"62823","Nurfeta",2013,6,"zenske"
"62824","Nurija",2013,9,"zenske"
"62825","Nurije",2013,13,"zenske"
"62826","Nurka",2013,11,"zenske"
"62827","Nusmira",2013,5,"zenske"
"62828","Nusreta",2013,32,"zenske"
"62829","Nusa",2013,2231,"zenske"
"62830","Nusa Ana",2013,6,"zenske"
"62831","Nuska",2013,202,"zenske"
"62832","Obrenija",2013,11,"zenske"
"62833","Ofelija",2013,9,"zenske"
"62834","Oja",2013,5,"zenske"
"62835","Oksana",2013,76,"zenske"
"62836","Oktavija",2013,7,"zenske"
"62837","Oleksandra",2013,12,"zenske"
"62838","Olena",2013,102,"zenske"
"62839","Olesya",2013,6,"zenske"
"62840","Olga",2013,5984,"zenske"
"62841","Olga Ana",2013,11,"zenske"
"62842","Olga Ivana",2013,6,"zenske"
"62843","Olga Marija",2013,39,"zenske"
"62844","Olgica",2013,123,"zenske"
"62845","Olha",2013,18,"zenske"
"62846","Oliva",2013,19,"zenske"
"62847","Olivera",2013,176,"zenske"
"62848","Olivia",2013,27,"zenske"
"62849","Olivija",2013,53,"zenske"
"62850","Olja",2013,46,"zenske"
"62851","Olta",2013,6,"zenske"
"62852","Ondina",2013,74,"zenske"
"62853","Onja",2013,6,"zenske"
"62854","Onorina",2013,13,"zenske"
"62855","Oriana",2013,36,"zenske"
"62856","Orijana",2013,24,"zenske"
"62857","Orjana",2013,79,"zenske"
"62858","Orjeta",2013,7,"zenske"
"62859","Orlanda",2013,7,"zenske"
"62860","Ornela",2013,37,"zenske"
"62861","Ornella",2013,6,"zenske"
"62862","Ota",2013,54,"zenske"
"62863","Otilija",2013,389,"zenske"
"62864","Otilija Marija",2013,5,"zenske"
"62865","Ozrenka",2013,10,"zenske"
"62866","Oxana",2013,15,"zenske"
"62867","Palma",2013,13,"zenske"
"62868","Palmira",2013,51,"zenske"
"62869","Paloma",2013,7,"zenske"
"62870","Pamela",2013,55,"zenske"
"62871","Paola",2013,18,"zenske"
"62872","Paolina",2013,5,"zenske"
"62873","Pasa",2013,42,"zenske"
"62874","Pasime",2013,5,"zenske"
"62875","Patricia",2013,314,"zenske"
"62876","Patricija",2013,2190,"zenske"
"62877","Patrisa",2013,5,"zenske"
"62878","Patrizia",2013,35,"zenske"
"62879","Paula",2013,91,"zenske"
"62880","Paulina",2013,78,"zenske"
"62881","Pava",2013,21,"zenske"
"62882","Pavica",2013,17,"zenske"
"62883","Pavla",2013,3427,"zenske"
"62884","Pavla Marija",2013,26,"zenske"
"62885","Pavlica",2013,16,"zenske"
"62886","Pavlina",2013,625,"zenske"
"62887","Pavlinka",2013,9,"zenske"
"62888","Pegi",2013,7,"zenske"
"62889","Pelka",2013,14,"zenske"
"62890","Pepca",2013,94,"zenske"
"62891","Pepica",2013,10,"zenske"
"62892","Pera",2013,16,"zenske"
"62893","Peregrina",2013,6,"zenske"
"62894","Perina",2013,18,"zenske"
"62895","Perka",2013,13,"zenske"
"62896","Persa",2013,42,"zenske"
"62897","Persida",2013,9,"zenske"
"62898","Petja",2013,171,"zenske"
"62899","Petra",2013,9230,"zenske"
"62900","Petrica",2013,6,"zenske"
"62901","Petrija",2013,6,"zenske"
"62902","Petrina",2013,46,"zenske"
"62903","Petronela",2013,8,"zenske"
"62904","Petronila",2013,5,"zenske"
"62905","Petrusa",2013,8,"zenske"
"62906","Petruska",2013,5,"zenske"
"62907","Petya",2013,7,"zenske"
"62908","Pia",2013,1836,"zenske"
"62909","Pia Lara",2013,5,"zenske"
"62910","Pia Lucija",2013,7,"zenske"
"62911","Pia Marija",2013,9,"zenske"
"62912","Pia Patricia",2013,5,"zenske"
"62913","Pierina",2013,28,"zenske"
"62914","Pija",2013,284,"zenske"
"62915","Pija Marija",2013,5,"zenske"
"62916","Pika",2013,369,"zenske"
"62917","Pilar",2013,18,"zenske"
"62918","Pina",2013,110,"zenske"
"62919","Piroska",2013,24,"zenske"
"62920","Pjerina",2013,11,"zenske"
"62921","Polda",2013,10,"zenske"
"62922","Poldka",2013,17,"zenske"
"62923","Polina",2013,11,"zenske"
"62924","Polona",2013,2690,"zenske"
"62925","Polonca",2013,1638,"zenske"
"62926","Polonica",2013,8,"zenske"
"62927","Polonija",2013,6,"zenske"
"62928","Pranvera",2013,6,"zenske"
"62929","Raba",2013,16,"zenske"
"62930","Rabija",2013,52,"zenske"
"62931","Rabije",2013,15,"zenske"
"62932","Rada",2013,279,"zenske"
"62933","Radana",2013,38,"zenske"
"62934","Radenka",2013,45,"zenske"
"62935","Radica",2013,59,"zenske"
"62936","Radija",2013,5,"zenske"
"62937","Radinka",2013,35,"zenske"
"62938","Radislava",2013,32,"zenske"
"62939","Radislavka",2013,6,"zenske"
"62940","Radivojka",2013,8,"zenske"
"62941","Radka",2013,7,"zenske"
"62942","Radmila",2013,535,"zenske"
"62943","Radojka",2013,364,"zenske"
"62944","Radomira",2013,12,"zenske"
"62945","Radomirka",2013,7,"zenske"
"62946","Radosava",2013,32,"zenske"
"62947","Radosavka",2013,6,"zenske"
"62948","Radoslava",2013,42,"zenske"
"62949","Radoslavka",2013,10,"zenske"
"62950","Radoska",2013,8,"zenske"
"62951","Radovana",2013,5,"zenske"
"62952","Radovanka",2013,8,"zenske"
"62953","Rafaela",2013,182,"zenske"
"62954","Rahela",2013,95,"zenske"
"62955","Rahila",2013,9,"zenske"
"62956","Rahima",2013,27,"zenske"
"62957","Rahime",2013,16,"zenske"
"62958","Rahmana",2013,5,"zenske"
"62959","Rahmane",2013,10,"zenske"
"62960","Raisa",2013,11,"zenske"
"62961","Raja",2013,9,"zenske"
"62962","Rajana",2013,6,"zenske"
"62963","Rajfa",2013,13,"zenske"
"62964","Rajka",2013,172,"zenske"
"62965","Rajmonda",2013,6,"zenske"
"62966","Rajna",2013,14,"zenske"
"62967","Ramajana",2013,6,"zenske"
"62968","Ramija",2013,6,"zenske"
"62969","Ramije",2013,8,"zenske"
"62970","Ramiza",2013,159,"zenske"
"62971","Ramize",2013,8,"zenske"
"62972","Ramona",2013,31,"zenske"
"62973","Ramza",2013,14,"zenske"
"62974","Ramzija",2013,14,"zenske"
"62975","Rania",2013,8,"zenske"
"62976","Ranka",2013,97,"zenske"
"62977","Rasema",2013,93,"zenske"
"62978","Rasima",2013,111,"zenske"
"62979","Rasma",2013,14,"zenske"
"62980","Rasta",2013,6,"zenske"
"62981","Rastislava",2013,7,"zenske"
"62982","Rasa",2013,12,"zenske"
"62983","Rasida",2013,11,"zenske"
"62984","Ratka",2013,21,"zenske"
"62985","Raza",2013,42,"zenske"
"62986","Razija",2013,112,"zenske"
"62987","Razije",2013,5,"zenske"
"62988","Rea",2013,28,"zenske"
"62989","Rebeca",2013,11,"zenske"
"62990","Rebecca",2013,58,"zenske"
"62991","Rebeka",2013,1217,"zenske"
"62992","Redzifa",2013,5,"zenske"
"62993","Redzife",2013,10,"zenske"
"62994","Refija",2013,60,"zenske"
"62995","Refika",2013,90,"zenske"
"62996","Regina",2013,457,"zenske"
"62997","Rejhana",2013,7,"zenske"
"62998","Remiza",2013,8,"zenske"
"62999","Remza",2013,7,"zenske"
"63000","Remzija",2013,48,"zenske"
"63001","Remzije",2013,24,"zenske"
"63002","Renata",2013,3367,"zenske"
"63003","Renate",2013,26,"zenske"
"63004","Renatka",2013,17,"zenske"
"63005","Rene",2013,9,"zenske"
"63006","Renee",2013,18,"zenske"
"63007","Reneja",2013,17,"zenske"
"63008","Reni",2013,5,"zenske"
"63009","Renee",2013,5,"zenske"
"63010","Resmije",2013,12,"zenske"
"63011","Resida",2013,10,"zenske"
"63012","Reufa",2013,7,"zenske"
"63013","Reza",2013,14,"zenske"
"63014","Rezija",2013,67,"zenske"
"63015","Rezika",2013,41,"zenske"
"63016","Rezka",2013,40,"zenske"
"63017","Ria",2013,34,"zenske"
"63018","Riana",2013,24,"zenske"
"63019","Ribana",2013,12,"zenske"
"63020","Rifa",2013,5,"zenske"
"63021","Rifeta",2013,12,"zenske"
"63022","Rija",2013,17,"zenske"
"63023","Rijana",2013,5,"zenske"
"63024","Rika",2013,19,"zenske"
"63025","Rima",2013,9,"zenske"
"63026","Rina",2013,77,"zenske"
"63027","Rinalda",2013,7,"zenske"
"63028","Rinesa",2013,14,"zenske"
"63029","Rita",2013,29,"zenske"
"63030","Roberta",2013,79,"zenske"
"63031","Robertina",2013,29,"zenske"
"63032","Robin",2013,23,"zenske"
"63033","Rodna",2013,7,"zenske"
"63034","Roksana",2013,10,"zenske"
"63035","Roksanda",2013,7,"zenske"
"63036","Rolanda",2013,52,"zenske"
"63037","Romana",2013,2804,"zenske"
"63038","Romana Marija",2013,8,"zenske"
"63039","Romanca",2013,128,"zenske"
"63040","Romea",2013,7,"zenske"
"63041","Romi",2013,19,"zenske"
"63042","Romilda",2013,9,"zenske"
"63043","Romina",2013,172,"zenske"
"63044","Rona",2013,6,"zenske"
"63045","Ronja",2013,64,"zenske"
"63046","Rosa",2013,135,"zenske"
"63047","Rosalinda",2013,6,"zenske"
"63048","Rosana",2013,277,"zenske"
"63049","Rosanda",2013,147,"zenske"
"63050","Rosanna",2013,7,"zenske"
"63051","Rose",2013,8,"zenske"
"63052","Rosemarie",2013,16,"zenske"
"63053","Rosina",2013,7,"zenske"
"63054","Rosita",2013,40,"zenske"
"63055","Roska",2013,5,"zenske"
"63056","Rosmarie",2013,5,"zenske"
"63057","Rossana",2013,11,"zenske"
"63058","Rossella",2013,6,"zenske"
"63059","Rosvita",2013,129,"zenske"
"63060","Roswitha",2013,6,"zenske"
"63061","Roteja",2013,5,"zenske"
"63062","Rotija",2013,11,"zenske"
"63063","Roza",2013,778,"zenske"
"63064","Roza Marija",2013,34,"zenske"
"63065","Rozala",2013,5,"zenske"
"63066","Rozalija",2013,3022,"zenske"
"63067","Rozalija Ana",2013,5,"zenske"
"63068","Rozalija Marija",2013,19,"zenske"
"63069","Rozalka",2013,9,"zenske"
"63070","Rozana",2013,66,"zenske"
"63071","Rozeta",2013,11,"zenske"
"63072","Rozetka",2013,5,"zenske"
"63073","Rozi",2013,46,"zenske"
"63074","Rozika",2013,158,"zenske"
"63075","Rozina",2013,387,"zenske"
"63076","Rozinka",2013,10,"zenske"
"63077","Rozita",2013,5,"zenske"
"63078","Rozka",2013,14,"zenske"
"63079","Rozvita",2013,6,"zenske"
"63080","Rozalia",2013,18,"zenske"
"63081","Roza",2013,103,"zenske"
"63082","Roza Marija",2013,27,"zenske"
"63083","Rozamarija",2013,16,"zenske"
"63084","Rozana",2013,29,"zenske"
"63085","Rozica",2013,49,"zenske"
"63086","Rozika",2013,12,"zenske"
"63087","Rrezarta",2013,7,"zenske"
"63088","Rubi",2013,45,"zenske"
"63089","Rubija",2013,26,"zenske"
"63090","Rubina",2013,5,"zenske"
"63091","Ruby",2013,28,"zenske"
"63092","Rudica",2013,5,"zenske"
"63093","Rudina",2013,7,"zenske"
"63094","Rudolfa",2013,10,"zenske"
"63095","Rudolfina",2013,11,"zenske"
"63096","Rufije",2013,5,"zenske"
"63097","Rujka",2013,8,"zenske"
"63098","Rukija",2013,21,"zenske"
"63099","Rukije",2013,11,"zenske"
"63100","Rusmira",2013,25,"zenske"
"63101","Rusa",2013,5,"zenske"
"63102","Rut",2013,8,"zenske"
"63103","Ruta",2013,8,"zenske"
"63104","Ruth",2013,20,"zenske"
"63105","Ruvejda",2013,6,"zenske"
"63106","Ruza",2013,448,"zenske"
"63107","Ruzica",2013,479,"zenske"
"63108","Saba",2013,8,"zenske"
"63109","Sabaha",2013,8,"zenske"
"63110","Sabahate",2013,9,"zenske"
"63111","Sabaheta",2013,24,"zenske"
"63112","Sabiha",2013,59,"zenske"
"63113","Sabina",2013,5097,"zenske"
"63114","Sabina Marija",2013,5,"zenske"
"63115","Sabine",2013,21,"zenske"
"63116","Sabira",2013,38,"zenske"
"63117","Sabra",2013,11,"zenske"
"63118","Sabrija",2013,12,"zenske"
"63119","Sabrije",2013,21,"zenske"
"63120","Sabrina",2013,237,"zenske"
"63121","Sada",2013,10,"zenske"
"63122","Sadeta",2013,95,"zenske"
"63123","Sadete",2013,17,"zenske"
"63124","Sadifa",2013,13,"zenske"
"63125","Sadija",2013,57,"zenske"
"63126","Sadije",2013,23,"zenske"
"63127","Sadika",2013,73,"zenske"
"63128","Sadina",2013,20,"zenske"
"63129","Sadmira",2013,10,"zenske"
"63130","Safa",2013,15,"zenske"
"63131","Safeta",2013,97,"zenske"
"63132","Safete",2013,10,"zenske"
"63133","Safija",2013,91,"zenske"
"63134","Safije",2013,5,"zenske"
"63135","Sahadete",2013,16,"zenske"
"63136","Sahide",2013,8,"zenske"
"63137","Saida",2013,9,"zenske"
"63138","Saima",2013,17,"zenske"
"63139","Saira",2013,11,"zenske"
"63140","Saja",2013,9,"zenske"
"63141","Sajda",2013,14,"zenske"
"63142","Sajima",2013,6,"zenske"
"63143","Sajma",2013,26,"zenske"
"63144","Sajonara",2013,5,"zenske"
"63145","Sajra",2013,44,"zenske"
"63146","Sakiba",2013,11,"zenske"
"63147","Sala",2013,11,"zenske"
"63148","Saliha",2013,27,"zenske"
"63149","Salma",2013,5,"zenske"
"63150","Salmira",2013,5,"zenske"
"63151","Samanta",2013,359,"zenske"
"63152","Samantha",2013,81,"zenske"
"63153","Samela",2013,7,"zenske"
"63154","Samida",2013,9,"zenske"
"63155","Samija",2013,14,"zenske"
"63156","Samije",2013,5,"zenske"
"63157","Samila",2013,5,"zenske"
"63158","Samira",2013,192,"zenske"
"63159","Samire",2013,18,"zenske"
"63160","Samka",2013,30,"zenske"
"63161","Samra",2013,81,"zenske"
"63162","Samuela",2013,8,"zenske"
"63163","Sana",2013,31,"zenske"
"63164","Sanda",2013,189,"zenske"
"63165","Sandina",2013,6,"zenske"
"63166","Sandra",2013,2571,"zenske"
