"","ime","leto","stevilo","spol"
"761","Egidio",2008,15,"moski"
"762","Egon",2008,388,"moski"
"763","Egzon",2008,34,"moski"
"764","Ejub",2008,44,"moski"
"765","Ejup",2008,14,"moski"
"766","Ekrem",2008,204,"moski"
"767","Elbasan",2008,8,"moski"
"768","Eldar",2008,23,"moski"
"769","Eldin",2008,125,"moski"
"770","Eldis",2008,6,"moski"
"771","Elek",2008,19,"moski"
"772","Elemer",2008,14,"moski"
"773","Elemir",2008,14,"moski"
"774","Elez",2008,12,"moski"
"775","Elias",2008,12,"moski"
"776","Elija",2008,9,"moski"
"777","Elijo",2008,9,"moski"
"778","Elio",2008,31,"moski"
"779","Elis",2008,14,"moski"
"780","Eljo",2008,13,"moski"
"781","Elko",2008,16,"moski"
"782","Elmaz",2008,5,"moski"
"783","Elmedin",2008,37,"moski"
"784","Elmi",2008,15,"moski"
"785","Elmin",2008,37,"moski"
"786","Elmir",2008,60,"moski"
"787","Elvedin",2008,152,"moski"
"788","Elver",2008,8,"moski"
"789","Elvin",2008,50,"moski"
"790","Elvino",2008,8,"moski"
"791","Elvio",2008,10,"moski"
"792","Elvir",2008,394,"moski"
"793","Elvis",2008,1000,"moski"
"794","Eman",2008,10,"moski"
"795","Emanuel",2008,183,"moski"
"796","Emerik",2008,60,"moski"
"797","Emil",2008,2292,"moski"
"798","Emil Anton",2008,5,"moski"
"799","Emil Franc",2008,5,"moski"
"800","Emil Ivan",2008,5,"moski"
"801","Emil Jozef",2008,6,"moski"
"802","Emil Milan",2008,19,"moski"
"803","Emilij",2008,8,"moski"
"804","Emilijan",2008,147,"moski"
"805","Emilijan Milan",2008,6,"moski"
"806","Emilio",2008,15,"moski"
"807","Emiljan",2008,22,"moski"
"808","Emin",2008,188,"moski"
"809","Emir",2008,472,"moski"
"810","Emra",2008,5,"moski"
"811","Emrah",2008,24,"moski"
"812","Emran",2008,6,"moski"
"813","Emsad",2008,35,"moski"
"814","Emsud",2008,58,"moski"
"815","Enco",2008,6,"moski"
"816","Endi",2008,19,"moski"
"817","Endis",2008,10,"moski"
"818","Endre",2008,9,"moski"
"819","Endrit",2008,17,"moski"
"820","Enei",2008,8,"moski"
"821","Enej",2008,509,"moski"
"822","Enes",2008,445,"moski"
"823","Enez",2008,5,"moski"
"824","Engelbert",2008,66,"moski"
"825","Enid",2008,6,"moski"
"826","Enis",2008,139,"moski"
"827","Eniz",2008,50,"moski"
"828","Ennio",2008,5,"moski"
"829","Enrico",2008,9,"moski"
"830","Enriko",2008,7,"moski"
"831","Ensad",2008,8,"moski"
"832","Ensar",2008,12,"moski"
"833","Enver",2008,304,"moski"
"834","Enzo",2008,7,"moski"
"835","Erazem",2008,154,"moski"
"836","Erduan",2008,6,"moski"
"837","Erdzan",2008,6,"moski"
"838","Erhard",2008,5,"moski"
"839","Eric",2008,18,"moski"
"840","Erich",2008,15,"moski"
"841","Erih",2008,116,"moski"
"842","Erik",2008,1814,"moski"
"843","Erion",2008,7,"moski"
"844","Erjon",2008,5,"moski"
"845","Ermal",2008,9,"moski"
"846","Ermin",2008,287,"moski"
"847","Erminij",2008,8,"moski"
"848","Erminio",2008,8,"moski"
"849","Ernad",2008,34,"moski"
"850","Ernes",2008,44,"moski"
"851","Ernest",2008,1177,"moski"
"852","Ernesto",2008,7,"moski"
"853","Erni",2008,10,"moski"
"854","Ernis",2008,5,"moski"
"855","Ernst",2008,8,"moski"
"856","Erno",2008,13,"moski"
"857","Erol",2008,14,"moski"
"858","Eros",2008,11,"moski"
"859","Ersan",2008,13,"moski"
"860","Ervin",2008,961,"moski"
"861","Erwin",2008,10,"moski"
"862","Esad",2008,382,"moski"
"863","Esat",2008,26,"moski"
"864","Esed",2008,39,"moski"
"865","Esmin",2008,7,"moski"
"866","Esmir",2008,77,"moski"
"867","Esperij",2008,8,"moski"
"868","Esef",2008,45,"moski"
"869","Esref",2008,9,"moski"
"870","Etbin",2008,28,"moski"
"871","Etem",2008,6,"moski"
"872","Ethem",2008,5,"moski"
"873","Etien",2008,20,"moski"
"874","Etienne",2008,8,"moski"
"875","Etjan",2008,7,"moski"
"876","Eugen",2008,39,"moski"
"877","Evald",2008,28,"moski"
"878","Evan",2008,13,"moski"
"879","Evgen",2008,618,"moski"
"880","Evgenij",2008,22,"moski"
"881","Evstahij",2008,20,"moski"
"882","Ezio",2008,7,"moski"
"883","Fabian",2008,21,"moski"
"884","Fabijan",2008,52,"moski"
"885","Fabijo",2008,10,"moski"
"886","Fabio",2008,43,"moski"
"887","Fabjan",2008,25,"moski"
"888","Fabjo",2008,10,"moski"
"889","Fabrizio",2008,9,"moski"
"890","Fadil",2008,357,"moski"
"891","Fadilj",2008,14,"moski"
"892","Fahir",2008,24,"moski"
"893","Fahredin",2008,6,"moski"
"894","Fahret",2008,6,"moski"
"895","Fahri",2008,7,"moski"
"896","Fahrudin",2008,135,"moski"
"897","Faik",2008,59,"moski"
"898","Fajik",2008,20,"moski"
"899","Fajko",2008,9,"moski"
"900","Faredin",2008,5,"moski"
"901","Faris",2008,8,"moski"
"902","Farko",2008,5,"moski"
"903","Faruk",2008,72,"moski"
"904","Fatlind",2008,7,"moski"
"905","Fatlum",2008,5,"moski"
"906","Fatmir",2008,126,"moski"
"907","Faton",2008,39,"moski"
"908","Fatos",2008,12,"moski"
"909","Faustin",2008,6,"moski"
"910","Fausto",2008,8,"moski"
"911","Fazli",2008,22,"moski"
"912","Fazlija",2008,8,"moski"
"913","Federico",2008,7,"moski"
"914","Fedja",2008,32,"moski"
"915","Fedor",2008,30,"moski"
"916","Fehim",2008,99,"moski"
"917","Fehmi",2008,12,"moski"
"918","Feho",2008,6,"moski"
"919","Fehret",2008,12,"moski"
"920","Fehrudin",2008,7,"moski"
"921","Feim",2008,16,"moski"
"922","Fejsal",2008,8,"moski"
"923","Fejzo",2008,12,"moski"
"924","Fejzula",2008,8,"moski"
"925","Felicijan",2008,6,"moski"
"926","Feliks",2008,839,"moski"
"927","Feliks Srecko",2008,15,"moski"
"928","Felix",2008,12,"moski"
"929","Femi",2008,12,"moski"
"930","Feodor",2008,5,"moski"
"931","Ferat",2008,9,"moski"
"932","Ferdi",2008,14,"moski"
"933","Ferdinand",2008,951,"moski"
"934","Ferdo",2008,142,"moski"
"935","Ferenc",2008,48,"moski"
"936","Ferhad",2008,6,"moski"
"937","Ferhat",2008,10,"moski"
"938","Feri",2008,14,"moski"
"939","Ferid",2008,229,"moski"
"940","Ferit",2008,7,"moski"
"941","Feriz",2008,34,"moski"
"942","Ferruccio",2008,10,"moski"
"943","Ferucio",2008,5,"moski"
"944","Feruco",2008,16,"moski"
"945","Festim",2008,7,"moski"
"946","Feta",2008,5,"moski"
"947","Fetah",2008,8,"moski"
"948","Feti",2008,6,"moski"
"949","Fidan",2008,16,"moski"
"950","Fidanco",2008,5,"moski"
"951","Fikret",2008,404,"moski"
"952","Filip",2008,1828,"moski"
"953","Filip Aleksander",2008,5,"moski"
"954","Filip Franc",2008,5,"moski"
"955","Filip Ivan",2008,6,"moski"
"956","Filip Jakob",2008,22,"moski"
"957","Firzet",2008,10,"moski"
"958","Fisnik",2008,13,"moski"
"959","Fitim",2008,36,"moski"
"960","Flamur",2008,25,"moski"
"961","Flavio",2008,16,"moski"
"962","Fljorim",2008,5,"moski"
"963","Florent",2008,11,"moski"
"964","Florian",2008,58,"moski"
"965","Florijan",2008,391,"moski"
"966","Florijan Cvetko",2008,9,"moski"
"967","Florim",2008,37,"moski"
"968","Florin",2008,5,"moski"
"969","Florjan",2008,350,"moski"
"970","Flurim",2008,15,"moski"
"971","Fortunat",2008,42,"moski"
"972","Fran",2008,51,"moski"
"973","Franc",2008,31396,"moski"
"974","Franc Alojz",2008,10,"moski"
"975","Franc Alojzij",2008,6,"moski"
"976","Franc Andrej",2008,13,"moski"
"977","Franc Anton",2008,20,"moski"
"978","Franc Boris",2008,5,"moski"
"979","Franc Branimir",2008,5,"moski"
"980","Franc Branko",2008,41,"moski"
"981","Franc Dusan",2008,12,"moski"
"982","Franc Emil",2008,6,"moski"
"983","Franc Ferdinand",2008,5,"moski"
"984","Franc Ivan",2008,17,"moski"
"985","Franc Janez",2008,12,"moski"
"986","Franc Joze",2008,8,"moski"
"987","Franc Jozef",2008,46,"moski"
"988","Franc Leopold",2008,5,"moski"
"989","Franc Marijan",2008,8,"moski"
"990","Franc Marjan",2008,26,"moski"
"991","Franc Martin",2008,8,"moski"
"992","Franc Mihael",2008,8,"moski"
"993","Franc Milan",2008,7,"moski"
"994","Franc Pavel",2008,9,"moski"
"995","Franc Peter",2008,9,"moski"
"996","Franc Stanislav",2008,5,"moski"
"997","Franc Valentin",2008,5,"moski"
"998","Franc Vladimir",2008,10,"moski"
"999","France",2008,412,"moski"
"1000","Francelj",2008,27,"moski"
"1001","Francesco",2008,14,"moski"
"1002","Franci",2008,2039,"moski"
"1003","Franci Branko",2008,5,"moski"
"1004","Francisco",2008,5,"moski"
"1005","Franco",2008,18,"moski"
"1006","Francek",2008,71,"moski"
"1007","Francisek",2008,2433,"moski"
"1008","Francisek Branko",2008,9,"moski"
"1009","Frane",2008,35,"moski"
"1010","Franek",2008,14,"moski"
"1011","Franja",2008,5,"moski"
"1012","Franjo",2008,1507,"moski"
"1013","Frank",2008,32,"moski"
"1014","Franko",2008,406,"moski"
"1015","Frano",2008,54,"moski"
"1016","Frantisek",2008,6,"moski"
"1017","Franz",2008,25,"moski"
"1018","Fred",2008,8,"moski"
"1019","Freddy",2008,5,"moski"
"1020","Fredi",2008,184,"moski"
"1021","Fredo",2008,7,"moski"
"1022","Fredy",2008,7,"moski"
"1023","Frenk",2008,40,"moski"
"1024","Frenki",2008,6,"moski"
"1025","Fric",2008,16,"moski"
"1026","Friderik",2008,583,"moski"
"1027","Friderik Mirko",2008,11,"moski"
"1028","Friderik Miroslav",2008,5,"moski"
"1029","Frido",2008,5,"moski"
"1030","Fridolin",2008,7,"moski"
"1031","Fridrih",2008,31,"moski"
"1032","Friedrich",2008,6,"moski"
"1033","Fuad",2008,137,"moski"
"1034","Fuat",2008,6,"moski"
"1035","Fulvio",2008,11,"moski"
"1036","Gaber",2008,210,"moski"
"1037","Gabor",2008,10,"moski"
"1038","Gabriel",2008,160,"moski"
"1039","Gabriele",2008,6,"moski"
"1040","Gabrijel",2008,590,"moski"
"1041","Gabro",2008,5,"moski"
"1042","Gaetano",2008,5,"moski"
"1043","Gafur",2008,11,"moski"
"1044","Gaj",2008,158,"moski"
"1045","Gajo",2008,12,"moski"
"1046","Gajur",2008,10,"moski"
"1047","Gal",2008,1022,"moski"
"1048","Galib",2008,19,"moski"
"1049","Gall",2008,5,"moski"
"1050","Gani",2008,58,"moski"
"1051","Gaspar",2008,7,"moski"
"1052","Gasper",2008,4577,"moski"
"1053","Gavrilo",2008,14,"moski"
"1054","Gavro",2008,20,"moski"
"1055","Gazi",2008,6,"moski"
"1056","Gazmen",2008,10,"moski"
"1057","Gazmend",2008,36,"moski"
"1058","Gentian",2008,7,"moski"
"1059","Gentrit",2008,7,"moski"
"1060","Georg",2008,37,"moski"
"1061","George",2008,21,"moski"
"1062","Georgi",2008,15,"moski"
"1063","Georgij",2008,9,"moski"
"1064","Georgije",2008,6,"moski"
"1065","Gerald",2008,7,"moski"
"1066","Gerd",2008,5,"moski"
"1067","Gerhard",2008,34,"moski"
"1068","German",2008,5,"moski"
"1069","Geza",2008,268,"moski"
"1070","Gezim",2008,29,"moski"
"1071","Gheorghe",2008,5,"moski"
"1072","Giancarlo",2008,5,"moski"
"1073","Gianfranco",2008,15,"moski"
"1074","Giani",2008,9,"moski"
"1075","Gianluca",2008,8,"moski"
"1076","Gianni",2008,23,"moski"
"1077","Gilbert",2008,5,"moski"
"1078","Gino",2008,31,"moski"
"1079","Giordano",2008,8,"moski"
"1080","Giorgio",2008,28,"moski"
"1081","Giovanni",2008,30,"moski"
"1082","Giuliano",2008,15,"moski"
"1083","Giulio",2008,9,"moski"
"1084","Giuseppe",2008,30,"moski"
"1085","Gjorgi",2008,8,"moski"
"1086","Gjorgje",2008,5,"moski"
"1087","Gjorgji",2008,10,"moski"
"1088","Gjuro",2008,13,"moski"
"1089","Glen",2008,9,"moski"
"1090","Gligor",2008,16,"moski"
"1091","Goce",2008,55,"moski"
"1092","Gojko",2008,221,"moski"
"1093","Gojmir",2008,31,"moski"
"1094","Golub",2008,9,"moski"
"1095","Goran",2008,3093,"moski"
"1096","Gorancho",2008,7,"moski"
"1097","Goranco",2008,15,"moski"
"1098","Gorazd",2008,2415,"moski"
"1099","Gordan",2008,148,"moski"
"1100","Gordon",2008,5,"moski"
"1101","Gorgi",2008,7,"moski"
"1102","Gostimir",2008,32,"moski"
"1103","Gosto",2008,9,"moski"
"1104","Gotard",2008,6,"moski"
"1105","Gottfried",2008,5,"moski"
"1106","Graciano",2008,6,"moski"
"1107","Gracijan",2008,14,"moski"
"1108","Gracijano",2008,7,"moski"
"1109","Gradimir",2008,26,"moski"
"1110","Granit",2008,7,"moski"
"1111","Grega",2008,1267,"moski"
"1112","Gregor",2008,9536,"moski"
"1113","Gregorij",2008,24,"moski"
"1114","Grga",2008,9,"moski"
"1115","Grgo",2008,7,"moski"
"1116","Grisa",2008,16,"moski"
"1117","Grozdan",2008,38,"moski"
"1118","Grujica",2008,6,"moski"
"1119","Grujo",2008,13,"moski"
"1120","Guerino",2008,24,"moski"
"1121","Guido",2008,30,"moski"
"1122","Gustav",2008,49,"moski"
"1123","Gusti",2008,10,"moski"
"1124","Gustl",2008,6,"moski"
"1125","Gverino",2008,14,"moski"
"1126","Gvido",2008,185,"moski"
"1127","Gvidon",2008,22,"moski"
"1128","Gvozden",2008,9,"moski"
"1129","Gzim",2008,32,"moski"
"1130","Gunter",2008,8,"moski"
"1131","Gyula",2008,9,"moski"
"1132","Habib",2008,26,"moski"
"1133","Hadis",2008,20,"moski"
"1134","Hadzi",2008,5,"moski"
"1135","Hadzib",2008,6,"moski"
"1136","Hadzo",2008,5,"moski"
"1137","Hafir",2008,5,"moski"
"1138","Hafiz",2008,6,"moski"
"1139","Hagji",2008,8,"moski"
"1140","Hajdar",2008,16,"moski"
"1141","Hajdin",2008,13,"moski"
"1142","Hajradin",2008,9,"moski"
"1143","Hajredin",2008,7,"moski"
"1144","Hajri",2008,5,"moski"
"1145","Hajriz",2008,21,"moski"
"1146","Hajro",2008,31,"moski"
"1147","Hajrudin",2008,203,"moski"
"1148","Hajrullah",2008,6,"moski"
"1149","Hajrush",2008,8,"moski"
"1150","Hajzer",2008,10,"moski"
"1151","Haki",2008,33,"moski"
"1152","Hakija",2008,63,"moski"
"1153","Hakim",2008,7,"moski"
"1154","Halid",2008,107,"moski"
"1155","Halil",2008,125,"moski"
"1156","Halim",2008,41,"moski"
"1157","Halit",2008,12,"moski"
"1158","Haljilj",2008,8,"moski"
"1159","Hamdi",2008,33,"moski"
"1160","Hamdija",2008,161,"moski"
"1161","Hamdo",2008,25,"moski"
"1162","Hamed",2008,17,"moski"
"1163","Hamid",2008,61,"moski"
"1164","Hamit",2008,23,"moski"
"1165","Hamo",2008,8,"moski"
"1166","Hamza",2008,30,"moski"
"1167","Hamzalija",2008,17,"moski"
"1168","Hamzo",2008,12,"moski"
"1169","Han",2008,6,"moski"
"1170","Hano",2008,6,"moski"
"1171","Hans",2008,10,"moski"
"1172","Hans Peter",2008,7,"moski"
"1173","Haradin",2008,5,"moski"
"1174","Harald",2008,13,"moski"
"1175","Hari",2008,46,"moski"
"1176","Harij",2008,12,"moski"
"1177","Haris",2008,398,"moski"
"1178","Hariz",2008,31,"moski"
"1179","Harun",2008,34,"moski"
"1180","Hasan",2008,764,"moski"
"1181","Hase",2008,75,"moski"
"1182","Hashim",2008,7,"moski"
"1183","Hasib",2008,196,"moski"
"1184","Hasim",2008,26,"moski"
"1185","Haso",2008,16,"moski"
"1186","Hasim",2008,98,"moski"
"1187","Hazbi",2008,6,"moski"
"1188","Hazim",2008,178,"moski"
"1189","Hazir",2008,20,"moski"
"1190","Haxhi",2008,45,"moski"
"1191","Heinrich",2008,5,"moski"
"1192","Heinz",2008,5,"moski"
"1193","Hektor",2008,5,"moski"
"1194","Heliodor",2008,5,"moski"
"1195","Helmut",2008,70,"moski"
"1196","Henri",2008,8,"moski"
"1197","Henrih",2008,27,"moski"
"1198","Henrik",2008,555,"moski"
"1199","Henry",2008,7,"moski"
"1200","Herbert",2008,77,"moski"
"1201","Herman",2008,675,"moski"
"1202","Herolind",2008,7,"moski"
"1203","Hetem",2008,13,"moski"
"1204","Hidajet",2008,41,"moski"
"1205","Hieronim",2008,15,"moski"
"1206","Hijeronim",2008,11,"moski"
"1207","Hikmet",2008,21,"moski"
"1208","Hilarij",2008,32,"moski"
"1209","Hilmi",2008,5,"moski"
"1210","Hilmija",2008,57,"moski"
"1211","Hilmo",2008,24,"moski"
"1212","Himzo",2008,57,"moski"
"1213","Hinko",2008,257,"moski"
"1214","Hisen",2008,13,"moski"
"1215","Hisni",2008,9,"moski"
"1216","Horst",2008,11,"moski"
"1217","Hotimir",2008,16,"moski"
"1218","Hrabroslav",2008,10,"moski"
"1219","Hranislav",2008,18,"moski"
"1220","Hristijan",2008,11,"moski"
"1221","Hruste",2008,5,"moski"
"1222","Hrvoje",2008,52,"moski"
"1223","Hubert",2008,129,"moski"
"1224","Hugo",2008,82,"moski"
"1225","Hugon",2008,7,"moski"
"1226","Humbert",2008,12,"moski"
"1227","Huse",2008,71,"moski"
"1228","Husein",2008,455,"moski"
"1229","Husejin",2008,73,"moski"
"1230","Husejn",2008,47,"moski"
"1231","Huska",2008,7,"moski"
"1232","Husmir",2008,7,"moski"
"1233","Husnija",2008,104,"moski"
"1234","Huso",2008,72,"moski"
"1235","Husref",2008,5,"moski"
"1236","Huzeir",2008,9,"moski"
"1237","Hysen",2008,23,"moski"
"1238","Hysni",2008,22,"moski"
"1239","Ian",2008,121,"moski"
"1240","Ibraga",2008,7,"moski"
"1241","Ibrahim",2008,594,"moski"
"1242","Ibraim",2008,19,"moski"
"1243","Ibrisim",2008,5,"moski"
"1244","Ibro",2008,121,"moski"
"1245","Idris",2008,13,"moski"
"1246","Idriz",2008,107,"moski"
"1247","Ifet",2008,22,"moski"
"1248","Ignac",2008,1023,"moski"
"1249","Ignacij",2008,359,"moski"
"1250","Ignacije",2008,8,"moski"
"1251","Ignjat",2008,8,"moski"
"1252","Igo",2008,6,"moski"
"1253","Igor",2008,8465,"moski"
"1254","Igor Janez",2008,5,"moski"
"1255","Igorco",2008,6,"moski"
"1256","Ihor",2008,6,"moski"
"1257","Ijan",2008,5,"moski"
"1258","Ilaz",2008,16,"moski"
"1259","Ilber",2008,10,"moski"
"1260","Ilcho",2008,5,"moski"
"1261","Ilco",2008,12,"moski"
"1262","Ile",2008,14,"moski"
"1263","Ilfad",2008,25,"moski"
"1264","Ilija",2008,624,"moski"
"1265","Ilijas",2008,9,"moski"
"1266","Ilijaz",2008,15,"moski"
"1267","Ilir",2008,59,"moski"
"1268","Ilj",2008,9,"moski"
"1269","Iljas",2008,5,"moski"
"1270","Iljaz",2008,20,"moski"
"1271","Iljir",2008,6,"moski"
"1272","Iljo",2008,8,"moski"
"1273","Ilko",2008,6,"moski"
"1274","Ilmi",2008,14,"moski"
"1275","Ilmija",2008,7,"moski"
"1276","Imer",2008,60,"moski"
"1277","Imran",2008,11,"moski"
"1278","Imre",2008,36,"moski"
"1279","Imri",2008,6,"moski"
"1280","Inas",2008,6,"moski"
"1281","Indir",2008,14,"moski"
"1282","Ingo",2008,13,"moski"
"1283","Inko",2008,6,"moski"
"1284","Ino",2008,17,"moski"
"1285","Inti",2008,5,"moski"
"1286","Ion",2008,12,"moski"
"1287","Irenej",2008,39,"moski"
"1288","Irfan",2008,121,"moski"
"1289","Irfet",2008,11,"moski"
"1290","Irnad",2008,6,"moski"
"1291","Irnes",2008,21,"moski"
"1292","Irvin",2008,7,"moski"
"1293","Isa",2008,27,"moski"
"1294","Isad",2008,6,"moski"
"1295","Isak",2008,43,"moski"
"1296","Isen",2008,16,"moski"
"1297","Ishak",2008,11,"moski"
"1298","Isidor",2008,5,"moski"
"1299","Islam",2008,58,"moski"
"1300","Ismail",2008,51,"moski"
"1301","Ismailj",2008,9,"moski"
"1302","Ismajl",2008,10,"moski"
"1303","Ismar",2008,11,"moski"
"1304","Ismet",2008,644,"moski"
"1305","Ismir",2008,10,"moski"
"1306","Isni",2008,7,"moski"
"1307","Iso",2008,20,"moski"
"1308","Istok",2008,123,"moski"
"1309","Istref",2008,16,"moski"
"1310","Istvan",2008,37,"moski"
"1311","Isuf",2008,37,"moski"
"1312","Istvan",2008,43,"moski"
"1313","Italo",2008,9,"moski"
"1314","Ivan",2008,22043,"moski"
"1315","Ivan Alojzij",2008,5,"moski"
"1316","Ivan Andrej",2008,11,"moski"
"1317","Ivan Anton",2008,14,"moski"
"1318","Ivan Emil",2008,7,"moski"
"1319","Ivan Franc",2008,14,"moski"
"1320","Ivan Jakob",2008,7,"moski"
"1321","Ivan Janez",2008,20,"moski"
"1322","Ivan Janko",2008,7,"moski"
"1323","Ivan Joze",2008,5,"moski"
"1324","Ivan Jozef",2008,21,"moski"
"1325","Ivan Marijan",2008,5,"moski"
"1326","Ivan Marjan",2008,16,"moski"
"1327","Ivan Martin",2008,5,"moski"
"1328","Ivan Milan",2008,8,"moski"
"1329","Ivan Pavel",2008,5,"moski"
"1330","Ivan Peter",2008,12,"moski"
"1331","Ivan Stanislav",2008,10,"moski"
"1332","Ivan Vladimir",2008,5,"moski"
"1333","Ivano",2008,8,"moski"
"1334","Ive",2008,14,"moski"
"1335","Ivica",2008,536,"moski"
"1336","Ivko",2008,15,"moski"
"1337","Ivo",2008,1092,"moski"
"1338","Ivor",2008,12,"moski"
"1339","Izak",2008,126,"moski"
"1340","Izet",2008,337,"moski"
"1341","Izidor",2008,952,"moski"
"1342","Izo",2008,6,"moski"
"1343","Iztok",2008,3152,"moski"
"1344","Izudin",2008,92,"moski"
"1345","Jacques",2008,5,"moski"
"1346","Jadran",2008,282,"moski"
"1347","Jadranko",2008,43,"moski"
"1348","Jago",2008,10,"moski"
"1349","Jagos",2008,12,"moski"
"1350","Jahija",2008,5,"moski"
"1351","Jahir",2008,15,"moski"
"1352","Jak",2008,8,"moski"
"1353","Jaka",2008,3528,"moski"
"1354","Jakec",2008,18,"moski"
"1355","Jaki",2008,9,"moski"
"1356","Jako",2008,10,"moski"
"1357","Jakob",2008,3335,"moski"
"1358","Jakob Franc",2008,9,"moski"
"1359","Jakob Janez",2008,5,"moski"
"1360","Jakob Rado",2008,10,"moski"
"1361","Jakob Radoslav",2008,6,"moski"
"1362","Jakov",2008,65,"moski"
"1363","Jaksa",2008,7,"moski"
"1364","Jakub",2008,21,"moski"
"1365","Jakup",2008,32,"moski"
"1366","Jalen",2008,8,"moski"
"1367","Jamin",2008,5,"moski"
"1368","Jan",2008,6293,"moski"
"1369","Jan Luka",2008,13,"moski"
"1370","Jan Martin",2008,6,"moski"
"1371","Jan Peter",2008,6,"moski"
"1372","Jan Zan",2008,5,"moski"
"1373","Janci",2008,7,"moski"
"1374","Jandre",2008,5,"moski"
"1375","Jane",2008,22,"moski"
"1376","Janej",2008,7,"moski"
"1377","Janek",2008,8,"moski"
"1378","Janez",2008,25489,"moski"
"1379","Janez Alojzij",2008,5,"moski"
"1380","Janez Andrej",2008,8,"moski"
"1381","Janez Anton",2008,12,"moski"
"1382","Janez Franc",2008,18,"moski"
"1383","Janez Gregor",2008,5,"moski"
"1384","Janez Ivan",2008,18,"moski"
"1385","Janez Jan",2008,9,"moski"
"1386","Janez Jani",2008,11,"moski"
"1387","Janez Janko",2008,6,"moski"
"1388","Janez Joze",2008,5,"moski"
"1389","Janez Jozef",2008,11,"moski"
"1390","Janez Marjan",2008,12,"moski"
"1391","Janez Marko",2008,6,"moski"
"1392","Janez Martin",2008,5,"moski"
"1393","Janez Matija",2008,5,"moski"
"1394","Janez Pavel",2008,7,"moski"
"1395","Janez Peter",2008,15,"moski"
"1396","Janez Stanislav",2008,11,"moski"
"1397","Janez Tomaz",2008,5,"moski"
"1398","Jani",2008,957,"moski"
"1399","Janik",2008,18,"moski"
"1400","Janin",2008,9,"moski"
"1401","Janislav",2008,26,"moski"
"1402","Janko",2008,4615,"moski"
"1403","Jannik",2008,5,"moski"
"1404","Jano",2008,14,"moski"
"1405","Janos",2008,28,"moski"
"1406","Janos",2008,80,"moski"
"1407","Janus",2008,63,"moski"
"1408","Januz",2008,13,"moski"
"1409","Janz",2008,19,"moski"
"1410","Janze",2008,31,"moski"
"1411","Jaro",2008,26,"moski"
"1412","Jaroslav",2008,76,"moski"
"1413","Jaros",2008,30,"moski"
"1414","Jasenko",2008,11,"moski"
"1415","Jaser",2008,5,"moski"
"1416","Jashar",2008,9,"moski"
"1417","Jasim",2008,25,"moski"
"1418","Jasin",2008,12,"moski"
"1419","Jasmin",2008,981,"moski"
"1420","Jasminko",2008,11,"moski"
"1421","Jasmir",2008,12,"moski"
"1422","Jas",2008,30,"moski"
"1423","Jasa",2008,379,"moski"
"1424","Javor",2008,7,"moski"
"1425","Jean",2008,38,"moski"
"1426","Jean Luc",2008,5,"moski"
"1427","Jelenko",2008,69,"moski"
"1428","Jelko",2008,57,"moski"
"1429","Jemin",2008,9,"moski"
"1430","Jeno",2008,10,"moski"
"1431","Jeremija",2008,6,"moski"
"1432","Jerko",2008,50,"moski"
"1433","Jernej",2008,5670,"moski"
"1434","Jernej Nejc",2008,10,"moski"
"1435","Jeronim",2008,15,"moski"
"1436","Jesenko",2008,6,"moski"
